번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1084,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"18,905,506","9,452,753,000",500,원(KRW),031-628-2000,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층",1410
1085,86060,진바이오텍,31008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500",500,원(KRW),041-853-9961,충청남도 공주시  계룡면 신원사로 166 ,1410
1086,36890,진성티이씨,32902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000",500,원(KRW),031 -658 -0100,경기도 평택시 세교산단로 3 (세교동) ,1410
1087,7370,진양제약,32102,의약품 제조업,"12,000,000","6,000,000,000",500,원(KRW),02-3470-0300,서울특별시 서초구  효령로 231 ,1410
1088,85660,차바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업,"52,492,980","26,246,490,000",500,원(KRW),031-881-7400,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층,1410
1089,94850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000",500,원(KRW),02-2188-4137,"서울특별시 중구 서소문로 135 서소문동, 연호빌딩 10층 ",1410
1090,4650,창해에탄올,31101,알코올음료 제조업,"9,190,885","4,595,442,500",500,원(KRW),063-214-7800,전라북도 전주시 덕진구 원만성로 15 ,1410
1091,311690,천랩,137001,자연과학 및 공학 연구개발업,"3,871,448","1,935,724,000",500,원(KRW),,"서울특별시 서초구 남부순환로 2477, JW TOWER 6층 ",1410
1092,278280,천보,32001,기초 화학물질 제조업,"10,000,000","5,000,000,000",500,원(KRW),070-4865-2525,충청북도 충주시 주덕읍 중원산업로 312 ,1410
1093,96240,청담러닝,168505,일반 교습 학원,"7,674,651","3,837,325,500",500,원(KRW),02-3429-9407,서울특별시 강남구  영동대로 731 신영빌딩 15층 외,1410
1094,13720,청보산업,33003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500",500,원(KRW),032 -816 -3550,인천광역시 남동구  남동대로 208 ,1410
1095,66360,체리부로,31001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500",500,원(KRW),043-530-3200,충청북도 진천군 이월면 생거진천로 1770 ,1410
1096,47820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","86,448,300","43,224,150,000",500,원(KRW),02-6925-7000,"서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩) ",1410
1097,94360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"9,640,315","4,963,657,500",500,원(KRW),02-568-3767,"서울특별시 강남구 삼성로85길 26 (대치동, 브이앤에스 9층,11층,12층,13층)",1410
1098,16920,카스,74605,기계장비 및 관련 물품 도매업,"22,797,640","11,398,820,000",500,원(KRW),02-2225-3526,경기도 양주시  광적면 그루고개로 262 ,1410
1099,284620,카이노스메드,137001,자연과학 및 공학 연구개발업,"102,458,042","10,245,804,200",100,원(KRW),02-3771-3423,"경기도 성남시 분당구 대왕판교로712번길 16 4층(삼평동, 한국파스퇴르연구소)",1410
1100,42000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500",500,원(KRW),02-3284-0300,서울특별시 동작구 보라매로5길 15 ,1410
1101,317530,캐리소프트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","6,761,196","3,380,598,000",500,원(KRW),02-6022-2801,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 ",1410
1102,71850,캐스텍코리아,33003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000",500,원(KRW),051-974-4222,부산광역시 사상구 학장로63번길 24 ,1410
1103,180400,캔서롭,137209,기타 과학기술 서비스업,"22,948,864","11,474,432,000",500,원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",1410
1104,50110,캠시스,32602,전자부품 제조업,"67,405,723","33,702,861,500",500,원(KRW),070-4680-2500,인천광역시 연수구  벤처로100번길 26 ,1410
1105,900310,컬러레이,116409,기타 금융업,"54,000,000","336,160,634",0,중국위안(CNY),-8832674,"Room 1501, 15F, SPA Centre, 53-55 Lockhart Road, Wanchai, Hong Kong. &nbsp",1410
1106,78340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000",500,원(KRW),02-6292-6000,서울특별시 금천구  가산디지털1로 131 ,1410
1107,307930,컴퍼니케이,116409,기타 금융업,"15,610,000","9,755,000,000",500,원(KRW),02-568-8470,서울특별시 강남구 테헤란로 620 에이동 14층 ,1410
1108,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"7,011,827","3,505,913,500",500,원(KRW),02-6929-2340,서울특별시 강남구 역삼로3길 13 케어랩스타워 9층,1410
1109,214370,케어젠,32101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000",500,원(KRW),031-420-9242,경기도 안양시 동안구 엘에스로91번길 46-38 ,1410
1110,221980,케이디켐,32004,기타 화학제품 제조업,"4,034,800","2,017,400,000",500,원(KRW),043-543-8430,충청북도 보은군 보은읍 매화구인로 345 &nbsp,1410
1111,43290,케이맥,32902,특수 목적용 기계 제조업,"36,490,150","3,649,015,000",100,원(KRW),429303800,대전광역시 유성구 테크노8로 33 ,1410
1112,317030,케이비17호스팩,116601,금융 지원 서비스업,"5,461,000","546,100,000",100,원(KRW),02-312-3380,"서울특별시 마포구 마포대로 208 301호(아현동, 효성인텔리안)",1410
1113,323940,케이비제18호스팩,116601,금융 지원 서비스업,"7,822,000","782,200,000",100,원(KRW),02-2699-7433,"서울특별시 양천구 신정중앙로 63, 205호 ",1410
1114,330990,케이비제19호스팩,116601,금융 지원 서비스업,"4,301,000","430,100,000",100,원(KRW),27867551,"서울특별시 영등포구 의사당대로1길 25, 905(여의도동) ",1410
1115,342550,케이비제20호스팩,116601,금융 지원 서비스업,"6,501,000","650,100,000",100,원(KRW),02-523-8333,"서울특별시 강남구 선릉로90길 40, 8층 (대치동, 예감빌딩) ",1410
1116,192250,케이사인,105802,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700",100,원(KRW),02-591-2390,"서울특별시 강남구 논현로64길 18 경풍빌딩 3,4,5층",1410
1117,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000",500,원(KRW),02-6377-5221,경상북도 구미시 3공단1로 284 (임수동),1410
1118,89150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000",500,원(KRW),02-6377-5622,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩 ,1410
1119,25880,케이씨피드,31008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000",500,원(KRW),054-332-6511,경상북도 영천시 금호읍 금호로 320 ,1410
1120,93320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000",500,원(KRW),02-2187-6373,"서울특별시 서초구 서초대로 396 21층 (서초동, 강남빌딩) ",1410
1121,60900,케이알피앤이,32004,기타 화학제품 제조업,"126,918,488","12,691,848,800",100,원(KRW),02-6917-5300,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 603호 ,1410
1122,73010,케이에스피,32901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500",500,원(KRW),(051)831-6270,부산광역시 강서구  녹산산단381로86번길 43 ,1410
1123,105330,케이엔더블유,32602,전자부품 제조업,"5,661,347","2,830,673,500",500,원(KRW),031-950-0200,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,1410
1124,272110,케이엔제이,32902,특수 목적용 기계 제조업,"6,305,432","3,152,716,000",500,원(KRW),070-7201-8512,충청남도 아산시 둔포면 아산밸리북로 121 (주)케이엔제이,1410
1125,39420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000",500,원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,1410
1126,83550,케이엠,31309,기타 섬유제품 제조업,"10,282,028","5,141,014,000",500,원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,1410
1127,32500,케이엠더블유,32604,통신 및 방송 장비 제조업,"39,820,883","19,910,441,500",500,원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,1410
1128,225430,케이엠제약,32004,기타 화학제품 제조업,"21,387,050","2,138,705,000",100,원(KRW),02-6915-5342,경기도 평택시 포승읍 평택항로268번길 121 -,1410
1129,64820,케이프,33101,선박 및 보트 건조업,"28,661,980","14,330,990,000",500,원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,1410
1130,347140,케이프이에스제4호,116409,기타 금융업,"3,009,000","300,900,000",100,원(KRW),,"서울특별시 영등포구 국제금융로2길 25, 8층 ",1410
1131,256940,케이피에스,32902,특수 목적용 기계 제조업,"5,071,196","2,535,598,000",500,원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,1410
1132,24880,케이피에프,32509,기타 금속 가공제품 제조업,"17,449,357","8,724,678,500",500,원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,1410
1133,42040,케이피엠테크,32004,기타 화학제품 제조업,"102,855,386","10,285,538,600",100,원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,1410
1134,54410,케이피티유,32509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000",500,원(KRW),031-491-5695~7,경기도 화성시 정남면 괘랑2길 1 ,1410
1135,274090,켄코아에어로스페이스,33103,"항공기,우주선 및 부품 제조업","9,009,832","4,504,916,000",500,원(KRW),055-855-4130,경상남도 사천시 사남면 외국기업로 152-44 ,1410
1136,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000",100,원(KRW),031-888-6634,경기도 용인시 처인구 양지면 남평로 240 (주)켐온,1410
1137,89010,켐트로닉스,32004,기타 화학제품 제조업,"14,572,295","7,286,147,500",500,원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,1410
1138,220260,켐트로스,32004,기타 화학제품 제조업,"26,323,057","2,632,305,700",100,원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,1410
1139,52400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000",500,원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,1410
1140,33110,코너스톤네트웍스,74701,종합 소매업,"129,772,391","64,886,195,500",500,원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리2차)",1410
1141,94860,코닉글로리,105802,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500",100,원(KRW),02-3476-4200,서울특별시 강남구 학동로 155,1410
1142,46070,코다코,33003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000",500,원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,1410
1143,47770,코데즈컴바인,31401,봉제의복 제조업,"37,842,602","18,921,301,000",500,원(KRW),02-2239-1414,"서울특별시 강남구 강남대로136길 64 (논현동, 신평빌딩) ",1410
1144,78940,코드네이처,64203,전기 및 통신 공사업,"30,151,608","15,075,804,000",500,원(KRW),070-4035-4576,서울특별시 성동구 성수이로 51 서울숲한라시그마밸리1차 505-507호(성수동2가),1410
1145,80530,코디,32004,기타 화학제품 제조업,"22,629,280","11,314,640,000",500,원(KRW),031-322-7788,경기도 용인시 수지구 광교중앙로 338 A동,1410
1146,224060,코디엠,32902,특수 목적용 기계 제조업,"172,866,352","17,286,635,200",100,원(KRW),416209000,충청남도 천안시 서북구 백석공단2길 62 ,1410
1147,78650,코렌,32703,사진장비 및 광학기기 제조업,"44,675,373","22,337,686,500",500,원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌,1410
1148,104540,코렌텍,32701,의료용 기기 제조업,"10,587,341","5,293,670,500",500,원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,1410
1149,27050,코리아나,32004,기타 화학제품 제조업,"40,000,000","20,000,000,000",500,원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,1410
1150,290510,코리아센터,105802,소프트웨어 개발 및 공급업,"24,031,048","2,450,024,800",100,원(KRW),02-2026-2300,서울특별시 금천구 가산디지털1로 168 A동 1401호,1410
1151,190650,코리아에셋투자증권,116409,기타 금융업,"6,388,000","31,940,000,000","5,000",원(KRW),02-550-6200,서울특별시 영등포구 여의나루로 57 ,1410
1152,101670,코리아에스이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000",200,원(KRW),031-466-4822,경기도 광주시 오포읍 오포안로 46-10 ,1410
1153,123410,코리아에프티,33003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400",100,원(KRW),070-7093-1500,경기도 안성시 원곡면 섬바위길 23 ,1410
1154,36690,코맥스,32604,통신 및 방송 장비 제조업,"14,991,767","7,495,883,500",500,원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,1410
1155,49430,코메론,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000",500,원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,1410
1156,183300,코미코,32902,특수 목적용 기계 제조업,"8,775,000","4,387,500,000",500,원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,1410
1157,41960,코미팜,32102,의약품 제조업,"64,185,876","6,418,587,600",100,원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1410
1158,89890,코세스,32902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000",500,원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,1410
1159,9730,코센,32401,1차 철강 제조업,"100,360,452","50,180,226,000",500,원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1410
1160,82660,코스나인,32604,통신 및 방송 장비 제조업,"21,385,834","10,692,917,000",500,원(KRW),02-6350-1792,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,1410
1161,222040,코스맥스엔비티,31007,기타 식품 제조업,"20,628,000","10,314,000,000",500,원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,1410
1162,241710,코스메카코리아,32004,기타 화학제품 제조업,"10,680,000","5,340,000,000",500,원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1410
1163,69110,코스온,32004,기타 화학제품 제조업,"18,697,161","9,348,580,500",500,원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",1410
1164,204990,코썬바이오,31007,기타 식품 제조업,"31,942,923","15,971,461,500",500,원(KRW),02-2628-0550,서울특별시 영등포구 선유로 146 이앤씨드림타워 207호 ,1410
1165,166480,코아스템,32102,의약품 제조업,"15,717,440","7,858,720,000",500,원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1410
1166,45970,코아시아,32601,반도체 제조업,"26,254,864","13,127,432,000",500,원(KRW),02-6985-6099,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1410
1167,29960,코엔텍,53802,폐기물 처리업,"50,000,000","25,000,000,000",500,원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1410
1168,102940,코오롱생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000",500,원(KRW),02-3677-4151,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 ,1410
1169,950160,코오롱티슈진,32101,기초 의약물질 및 생물학적 제제 제조업,"61,117,550",0,0,미국달러(USD),1-301-921-6000,"Rockville, MD, USA 9713 Key West Ave Suite 300 ",1410
1170,33290,코웰패션,74704,"섬유, 의복, 신발 및 가죽제품 소매업","88,500,234","46,532,198,500",500,원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1410
1171,56360,코위버,32604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000",500,원(KRW),(02)3140-3300,서울특별시 강서구 마곡중앙8로7길 45 (마곡동) ,1410
1172,282880,코윈테크,32902,특수 목적용 기계 제조업,"9,251,492","4,625,746,000",500,원(KRW),041-547-2131,충청남도 아산시 둔포면 아산밸리동로 254 ,1410
1173,121850,코이즈,32202,플라스틱제품 제조업,"15,411,517","7,705,758,500",500,원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1410
1174,15710,코콤,32604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000",500,원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1410
1175,52330,코텍,32605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000",500,원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1410
1176,126600,코프라,32002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000",500,원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1410
1177,200130,콜마비앤에이치,32101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000",500,원(KRW),02-3774-3822,대전광역시 유성구 테크노3로 22 -,1410
1178,60280,큐렉소,74708,기타 상품 전문 소매업,"33,357,253","16,678,626,500",500,원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1410
1179,40350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","113,758,041","56,879,020,500",500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1410
1180,51780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","79,353,425","39,676,712,500",500,원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1410
1181,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,625,566","4,312,783,000",500,원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1410
1182,43090,큐브앤컴퍼니,74607,기타 전문 도매업,"30,485,053","15,242,526,500",500,원(KRW),02-569-7610,서울특별시 금천구 디지털로9길 41 삼성아이티해링턴타워 16층 ,1410
1183,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"26,573,767","2,657,376,700",100,원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1410
1184,66310,큐에스아이,32601,반도체 제조업,"8,278,230","4,139,115,000",500,원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1410
1185,16600,큐캐피탈,116409,기타 금융업,"167,901,923","83,950,961,500",500,원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1410
1186,43590,크로바하이텍,32601,반도체 제조업,"23,300,000","11,650,000,000",500,원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1410
1187,114120,크루셜텍,32602,전자부품 제조업,"65,767,892","65,767,892,000","1,000",원(KRW),041-913-0001,경기도 성남시 분당구 판교로 255 62 크루셜텍빌딩,1410
1188,110790,크리스에프앤씨,31401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176 ,1410
1189,83790,크리스탈,137001,자연과학 및 공학 연구개발업,"42,360,839","21,180,419,500",500,원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1410
1190,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926",0.5,미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",1410
1191,45520,크린앤사이언스,32901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000",500,원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1410
1192,214150,클래시스,32701,의료용 기기 제조업,"64,709,168","6,470,916,800",100,원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1410
1193,237880,클리오,32004,기타 화학제품 제조업,"17,150,088","8,575,044,000",500,원(KRW),02-514-0056,서울특별시 성동구 왕십리로 66 - ,1410
1194,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"13,546,307","6,773,153,500",500,원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1410
1195,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000",100,원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",1410
1196,54780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000",500,원(KRW),02-3444-2002,서울특별시 강남구 학동로11길 30 - ,1410
1197,219130,타이거일렉,32602,전자부품 제조업,"6,314,290","3,157,145,000",500,원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1410
1198,65130,탑엔지니어링,32902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500",500,원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1410
1199,23160,태광,32401,1차 철강 제조업,"26,500,000","13,250,000,000",500,원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1410
1200,53620,태양,32509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000",500,원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1410
1201,44490,태웅,32509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500",500,원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1410
1202,124560,태웅로직스,85209,기타 운송관련 서비스업,"17,650,000","1,765,000,000",100,원(KRW),02-2029-4300,"서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩) ",1410
1203,191420,테고사이언스,32101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000",500,원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1410
1204,182690,테라셈,32601,반도체 제조업,"21,163,148","10,581,574,000",500,원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1410
1205,66700,테라젠이텍스,32102,의약품 제조업,"32,029,955","16,014,977,500",500,원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1410
1206,95610,테스,32902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000",500,원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1410
1207,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000",500,원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1410
1208,89030,테크윙,32902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000",500,원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1410
1209,54450,텔레칩스,32601,반도체 제조업,"13,505,911","6,752,955,500",500,원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1410
1210,91440,텔레필드,32604,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500",500,원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1410
1211,200230,텔콘RF제약,32604,통신 및 방송 장비 제조업,"85,377,382","8,537,738,200",100,원(KRW),031-371-8502,경기도 용인시 기흥구 동탄기흥로 684 -,1410
1212,215480,토박스코리아,74704,"섬유, 의복, 신발 및 가죽제품 소매업","40,924,427","4,092,442,700",100,원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1410
1213,51360,토비스,32605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",500,원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1410
1214,45340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",500,원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1410
1215,108230,톱텍,32902,특수 목적용 기계 제조업,"38,023,245","19,147,956,000",500,원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업5로 140-22 - ,1410
1216,79970,투비소프트,105802,소프트웨어 개발 및 공급업,"31,804,885","15,902,442,500",500,원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1410
1217,105550,트루윈,32602,전자부품 제조업,"11,971,061","5,985,530,500",500,원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1410
1218,26150,특수건설,64102,토목 건설업,"15,625,726","7,812,863,000",500,원(KRW),02-590-6400,서울특별시 서초구 서운로 7 - ,1410
1219,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000",100,원(KRW),02-3461-6531,서울특별시 강남구 학동로5길 7 ,1410
1220,117730,티로보틱스,32902,특수 목적용 기계 제조업,"5,579,429","2,789,714,500",500,원(KRW),031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동),1410
1221,33830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000",500,원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1410
1222,64760,티씨케이,32309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",500,원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1410
1223,246710,티앤알바이오팹,32101,기초 의약물질 및 생물학적 제제 제조업,"8,370,640","4,185,320,000",500,원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",1410
1224,131290,티에스이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500",500,원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1410
1225,62860,티엘아이,32601,반도체 제조업,"9,872,720","4,936,360,000",500,원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12,1410
1226,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,471,826","11,735,913,000",500,원(KRW),070-4162-7320,"경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)",1410
1227,104480,티케이케미칼,32005,화학섬유 제조업,"90,895,434","45,447,717,000",500,원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1410
1228,81150,티플랙스,32509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",500,원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1410
1229,130740,티피씨글로벌,33003,자동차 신품 부품 제조업,"10,324,479","5,162,239,500",500,원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1410
1230,84730,팅크웨어,32604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",500,원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1410
1231,46210,파나진,32103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000",500,원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,1410
1232,34230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000",500,원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,1410
1233,33540,파라텍,32902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000",500,원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,1410
1234,43200,파루,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,606,387","19,303,193,500",500,원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,1410
